lexeme,cell,phon_form
pater,1,p a t e r s
path,0,b r i d l e - p a t h
path,1,b r i d l e - p a t h s
path,2,b y p a t h
path,3,b y p a t h s
path,4,f l a r e - p a t h
path,5,f l a r e - p a t h s
path,6,f o o t p a t h
path,7,f o o t p a t h s
path,8,n a t u r o p a t h
path,9,n a t u r o p a t h i c
path,10,n a t u r o p a t h i c a l l y
path,11,n a t u r o p a t h s
path,12,n a t u r o p a t h y
path,13,o s t e o p a t h
path,14,o s t e o p a t h s
path,15,o s t e o p a t h y
path,16,p a t h
path,17,p a t h f i n d e r
path,18,p a t h f i n d e r s
path,19,p a t h l e s s
path,20,p a t h s
path,21,p a t h w a y
path,22,p a t h w a y s
path,23,p s y c h o p a t h
path,24,p s y c h o p a t h i c
path,25,p s y c h o p a t h i c a l l y
path,26,p s y c h o p a t h s
path,27,t o w i n g - p a t h
path,28,t o w i n g - p a t h s
path,29,t o w p a t h
path,30,t o w p a t h s
path,31,w a r - p a t h
path,32,w a r - p a t h s
pathos,0,p a t h e t i c
pathos,1,p a t h e t i c a l l y
pathos,2,p a t h o s
patient,0,i m p a t i e n c e
patient,1,i m p a t i e n t
patient,2,i m p a t i e n t l y
patient,3,i n - p a t i e n t
patient,4,i n - p a t i e n t s
patient,5,o u t p a t i e n t
patient,6,o u t p a t i e n t s
patient,7,p a t i e n c e
patient,8,p a t i e n t
patient,9,p a t i e n t l y
patient,10,p a t i e n t s
patrician,0,p a t r i c i a n
patrician,1,p a t r i c i a n s
patrol,0,p a t r o l
patrol,1,p a t r o l l e d
patrol,2,p a t r o l l i n g
patrol,3,p a t r o l m a n
patrol,4,p a t r o l m e n
patrol,5,p a t r o l s
patronizing,0,p a t r o n i z i n g
patronizing,1,p a t r o n i z i n g l y
patronymic,0,p a t r o n y m i c
patronymic,1,p a t r o n y m i c s
patten,0,p a t t e n
patten,1,p a t t e n s
patter,0,p a t t e r
patter,1,p a t t e r e d
patter,2,p a t t e r i n g
patter,3,p a t t e r s
pattern,0,p a t t e r n
pattern,1,p a t t e r n e d
pattern,2,p a t t e r n i n g
pattern,3,p a t t e r n s
pattern,4,w i l l o w - p a t t e r n
patty,0,p a t t i e s
patty,1,p a t t y
patty,2,p a t t y - p a n
patty,3,p a t t y - p a n s
paunch,0,p a u n c h
paunch,1,p a u n c h e s
paunch,2,p a u n c h i e r
paunch,3,p a u n c h i e s t
paunch,4,p a u n c h i n e s s
paunch,5,p a u n c h y
pause,0,p a u s e
pause,1,p a u s e d
pause,2,p a u s e s
pause,3,p a u s i n g
pavane,0,p a v a n e
pavane,1,p a v a n e s
pave,0,p a v e
pave,1,p a v e d
pave,2,p a v e m e n t
pave,3,p a v e m e n t s
pave,4,p a v e s
pave,5,p a v i n g
paved,0,p a v e d
paving,0,p a v i n g
paving,1,p a v i n g - s t o n e
paving,2,p a v i n g - s t o n e s
paving,3,p a v i n g s
paving-stone,0,p a v i n g
paving-stone,1,p a v i n g - s t o n e
paving-stone,2,p a v i n g - s t o n e s
paving-stone,3,p a v i n g s
paw,0,p a w
paw,1,p a w e d
paw,2,p a w i n g
paw,3,p a w s
paw,4,s o u t h p a w
paw,5,s o u t h p a w s
pawl,0,p a w l
pawl,1,p a w l s
pawn,0,p a w n
pawn,1,p a w n - t i c k e t
pawn,2,p a w n - t i c k e t s
pawn,3,p a w n b r o k e r
pawn,4,p a w n b r o k e r s
pawn,5,p a w n e d
pawn,6,p a w n i n g
pawn,7,p a w n s
pawn,8,p a w n s h o p
pawn,9,p a w n s h o p s
pawpaw,0,p a w p a w
pawpaw,1,p a w p a w s
pax,0,p a x
pax,1,p a x e s
pay,0,h a l f - p a y
pay,1,n o n p a y m e n t
pay,2,o v e r - p a y m e n t
pay,3,o v e r - p a y m e n t s
pay,4,o v e r p a i d
pay,5,o v e r p a y
pay,6,o v e r p a y i n g
pay,7,o v e r p a y s
pay,8,p a i d
pay,9,p a y
pay,10,p a y - c l a i m
pay,11,p a y - c l a i m s
pay,12,p a y - d i r t
pay,13,p a y - p a c k e t
pay,14,p a y - p a c k e t s
pay,15,p a y - s h e e t
pay,16,p a y - s h e e t s
pay,17,p a y - s l i p
pay,18,p a y - s l i p s
pay,19,p a y - s t a t i o n
pay,20,p a y - s t a t i o n s
pay,21,p a y a b l e
pay,22,p a y d a y
pay,23,p a y d a y s
pay,24,p a y e e
pay,25,p a y e e s
pay,26,p a y e r
pay,27,p a y e r s
pay,28,p a y i n g
pay,29,p a y l o a d
pay,30,p a y l o a d s
pay,31,p a y m a s t e r
pay,32,p a y m a s t e r s
pay,33,p a y m e n t
pay,34,p a y m e n t s
pay,35,p a y r o l l
pay,36,p a y r o l l s
pay,37,p a y s
pay,38,p r e p a i d
pay,39,p r e p a y
pay,40,p r e p a y i n g
pay,41,p r e p a y s
pay,42,r a t e p a y e r
pay,43,r a t e p a y e r s
pay,44,r e p a i d
pay,45,r e p a y
pay,46,r e p a y a b l e
pay,47,r e p a y i n g
pay,48,r e p a y m e n t
pay,49,r e p a y m e n t s
pay,50,r e p a y s
pay,51,s i c k - p a y
pay,52,s t r i k e - p a y
pay,53,t a x - p a y e r
pay,54,t a x - p a y e r s
pay,55,u n d e r p a i d
pay,56,u n d e r p a y
pay,57,u n d e r p a y i n g
pay,58,u n d e r p a y m e n t
pay,59,u n d e r p a y m e n t s
pay,60,u n d e r p a y s
pay off,0,p a y - o f f
pay off,1,p a y - o f f s
pay telephone,0,p a y - p h o n e
pay telephone,1,p a y - p h o n e s
pay-off,0,p a y - o f f
pay-off,1,p a y - o f f s
pay-phone,0,p a y - p h o n e
pay-phone,1,p a y - p h o n e s
paynim,0,p a y n i m
paynim,1,p a y n i m s
pea,0,p e a
pea,1,p e a - f l o u r
pea,2,p e a - j a c k e t
pea,3,p e a - j a c k e t s
pea,4,p e a - s o u p
pea,5,p e a - s o u p s
pea,6,p e a n u t
pea,7,p e a n u t s
pea,8,p e a s
pea,9,p e a s h o o t e r
pea,10,p e a s h o o t e r s
pea-green,0,p e a - g r e e n
peace,0,p a c i f i c
peace,1,p a c i f i c a l l y
peace,2,p a c i f i c a t i o n
peace,3,p a c i f i e d
peace,4,p a c i f i e r
peace,5,p a c i f i e r s
peace,6,p a c i f i e s
peace,7,p a c i f i s m
peace,8,p a c i f i s t
peace,9,p a c i f i s t s
peace,10,p a c i f y
peace,11,p a c i f y i n g
peace,12,p e a c e
peace,13,p e a c e - o f f e r i n g
peace,14,p e a c e - o f f e r i n g s
peace,15,p e a c e a b l e
peace,16,p e a c e a b l y
peace,17,p e a c e f u l
peace,18,p e a c e f u l l y
peace,19,p e a c e f u l n e s s
peace,20,p e a c e m a k e r
peace,21,p e a c e m a k e r s
peace,22,p e a c e t i m e
peach,0,p e a c h
peach,1,p e a c h e d
peach,2,p e a c h e s
peach,3,p e a c h i n g
peacock-blue,0,p e a c o c k - b l u e
peak,0,o f f - p e a k
peak,1,p e a k
peak,2,p e a k e d
peak,3,p e a k i e r
peak,4,p e a k i e s t
peak,5,p e a k i n g
peak,6,p e a k s
peak,7,p e a k y
peaked,0,p e a k e d
peal,0,p e a l
peal,1,p e a l e d
peal,2,p e a l i n g
peal,3,p e a l s
peanuts,0,p e a n u t s
pear,0,p e a r
pear,1,p e a r s
pearl,0,p e a r l
pearl,1,p e a r l - b a r l e y
pearl,2,p e a r l - d i v e r
pearl,3,p e a r l - d i v e r s
pearl,4,p e a r l - f i s h e r i e s
pearl,5,p e a r l - f i s h e r y
pearl,6,p e a r l - o y s t e r
pearl,7,p e a r l - o y s t e r s
pearl,8,p e a r l - s a g o
pearl,9,p e a r l e d
pearl,10,p e a r l i e r
pearl,11,p e a r l i e s
pearl,12,p e a r l i e s t
pearl,13,p e a r l i n e s s
pearl,14,p e a r l i n g
pearl,15,p e a r l s
pearl,16,p e a r l y
pearl,17,s e e d - p e a r l
pearl,18,s e e d - p e a r l s
pearmain,0,p e a r m a i n
pearmain,1,p e a r m a i n s
peasant,0,p e a s a n t
peasant,1,p e a s a n t r y
peasant,2,p e a s a n t s
peat,0,p e a t
peat,1,p e a t i e r
peat,2,p e a t i e s t
peat,3,p e a t y
pebble,0,p e b b l e
pebble,1,p e b b l e d a s h
pebble,2,p e b b l e s
pebble,3,p e b b l i e r
pebble,4,p e b b l i e s t
pebble,5,p e b b l y
pecan,0,p e c a n
pecan,1,p e c a n s
peck,0,p e c k
peck,1,p e c k e d
peck,2,p e c k e r
peck,3,p e c k e r s
peck,4,p e c k i n g
peck,5,p e c k i s h
peck,6,p e c k s
peck,7,w o o d p e c k e r
peck,8,w o o d p e c k e r s
peculiar,0,p e c u l i a r
peculiar,1,p e c u l i a r i t i e s
peculiar,2,p e c u l i a r i t y
peculiar,3,p e c u l i a r l y
pedal,0,b a c k p e d a l
pedal,1,b a c k p e d a l l e d
pedal,2,b a c k p e d a l l i n g
pedal,3,b a c k p e d a l s
pedal,4,p e d a l
pedal,5,p e d a l l e d
pedal,6,p e d a l l i n g
pedal,7,p e d a l s
pedant,0,p e d a n t
pedant,1,p e d a n t i c
pedant,2,p e d a n t i c a l l y
pedant,3,p e d a n t r i e s
pedant,4,p e d a n t r y
pedant,5,p e d a n t s
peddling,0,p e d d l i n g
pedestal,0,p e d e s t a l
pedestal,1,p e d e s t a l s
pedestrian,0,p e d e s t r i a n
pedestrian,1,p e d e s t r i a n s
pedicel,0,p e d i c e l
pedicel,1,p e d i c e l s
pedicle,0,p e d i c l e
pedicle,1,p e d i c l e s
pedigree,0,p e d i g r e e
pedigree,1,p e d i g r e e s
pediment,0,p e d i m e n t
pediment,1,p e d i m e n t s
pee,0,p e e
pee,1,p e e d
pee,2,p e e i n g
pee,3,p e e s
peek,0,p e e k
peek,1,p e e k e d
peek,2,p e e k i n g
peek,3,p e e k s
peekaboo,0,p e e k a b o o
peel,0,p e e l
peel,1,p e e l e d
peel,2,p e e l e r
peel,3,p e e l e r s
peel,4,p e e l i n g
peel,5,p e e l s
peep,0,p e e p
peep,1,p e e p - s h o w
peep,2,p e e p - s h o w s
peep,3,p e e p b o
peep,4,p e e p e d
peep,5,p e e p e r
peep,6,p e e p e r s
peep,7,p e e p h o l e
peep,8,p e e p h o l e s
peep,9,p e e p i n g
peep,10,p e e p s
peer,0,c o m p e e r
peer,1,c o m p e e r s
peer,2,p e e r
peer,3,p e e r a g e
peer,4,p e e r a g e s
peer,5,p e e r e d
peer,6,p e e r e s s
peer,7,p e e r e s s e s
peer,8,p e e r i n g
peer,9,p e e r l e s s
peer,10,p e e r s
peeve,0,p e e v e
peeve,1,p e e v e d
peeve,2,p e e v e s
peeve,3,p e e v i n g
peeve,4,p e e v i s h
peeve,5,p e e v i s h l y
peeve,6,p e e v i s h n e s s
peeved,0,p e e v e d
peg,0,c l o t h e s - p e g
peg,1,c l o t h e s - p e g s
peg,2,p e g
peg,3,p e g g e d
peg,4,p e g g i n g
peg,5,p e g s
peg,6,t e n t - p e g
peg,7,t e n t - p e g s
pejorative,0,p e j o r a t i v e
pejorative,1,p e j o r a t i v e l y
pejorative,2,p e j o r a t i v e s
peke,0,p e k e
peke,1,p e k e s
pekinese,0,p e k e
pekinese,1,p e k e s
pekoe,0,p e k o e
pelf,0,p e l f
pelican,0,p e l i c a n
pelican,1,p e l i c a n s
pelisse,0,p e l i s s e
pelisse,1,p e l i s s e s
pell-mell,0,p e l l - m e l l
pellet,0,p e l l e t
pellet,1,p e l l e t s
pellucid,0,p e l l u c i d
pellucid,1,p e l l u c i d l y
pelmet,0,p e l m e t
pelmet,1,p e l m e t s
pelota,0,p e l o t a
pelt,0,p e l t
pelt,1,p e l t e d
pelt,2,p e l t i n g
pelt,3,p e l t s
pelvis,0,p e l v e s
pelvis,1,p e l v i c
pelvis,2,p e l v i s
pelvis,3,p e l v i s e s
pemmican,0,p e m m i c a n
pen,0,f o u n t a i n - p e n
pen,1,f o u n t a i n - p e n s
pen,2,p e n
pen,3,p e n - f r i e n d
pen,4,p e n - f r i e n d s
pen,5,p e n - n a m e
pen,6,p e n - n a m e s
pen,7,p e n - p u s h e r
pen,8,p e n - p u s h e r s
pen,9,p e n k n i f e
pen,10,p e n k n i v e s
pen,11,p e n m a n
pen,12,p e n m a n s h i p
pen,13,p e n m e n
pen,14,p e n n e d
pen,15,p e n n i n g
pen,16,p e n s
pen,17,p e n s t o c k
pen,18,p e n s t o c k s
pen,19,p i g p e n
pen,20,p i g p e n s
pen,21,p l a y p e n
pen,22,p l a y p e n s
pen-and-ink,0,p e n - a n d - i n k
pencil,0,b l u e - p e n c i l
pencil,1,b l u e - p e n c i l l e d
pencil,2,b l u e - p e n c i l l i n g
pencil,3,b l u e - p e n c i l s
pencil,4,p e n c i l
pencil,5,p e n c i l l e d
pencil,6,p e n c i l l i n g
pencil,7,p e n c i l s
pencil,8,s l a t e - p e n c i l
pencil,9,s l a t e - p e n c i l s
pending,0,p e n d i n g
penetrating,0,p e n e t r a t i n g
penetrating,1,p e n e t r a t i n g l y
penguin,0,p e n g u i n
penguin,1,p e n g u i n s
penicillin,0,p e n i c i l l i n
peninsula,0,p e n i n s u l a
peninsula,1,p e n i n s u l a r
peninsula,2,p e n i n s u l a s
penis,0,p e n i s
penis,1,p e n i s e s
penitent,0,i m p e n i t e n c e
penitent,1,i m p e n i t e n t
penitent,2,i m p e n i t e n t l y
penitent,3,p e n i t e n c e
penitent,4,p e n i t e n t
penitent,5,p e n i t e n t i a l
penitent,6,p e n i t e n t i a l l y
penitent,7,p e n i t e n t i a r i e s
penitent,8,p e n i t e n t i a r y
penitent,9,p e n i t e n t l y
penitent,10,p e n i t e n t s
pennant,0,p e n n a n t
pennant,1,p e n n a n t s
pennon,0,p e n n o n
pennon,1,p e n n o n s
penny-pinching,0,p e n n y - p i n c h i n g
penultimate,0,a n t e p e n u l t i m a t e
penultimate,1,a n t e p e n u l t i m a t e s
penultimate,2,p e n u l t i m a t e
penultimate,3,p e n u l t i m a t e s
peon,0,p e o n
peon,1,p e o n a g e
peon,2,p e o n s
peony,0,p e o n i e s
peony,1,p e o n y
people,0,p e o p l e
people,1,p e o p l e d
people,2,p e o p l e s
people,3,p e o p l i n g
people,4,t o w n s p e o p l e
people,5,t r a d e s p e o p l e
people,6,w o r k p e o p l e
pep,0,p e p
pepper,0,p e p p e r
pepper,1,p e p p e r - m i l l
pepper,2,p e p p e r - m i l l s
pepper,3,p e p p e r - p o t
pepper,4,p e p p e r - p o t s
pepper,5,p e p p e r b o x
pepper,6,p e p p e r b o x e s
pepper,7,p e p p e r c o r n
pepper,8,p e p p e r c o r n s
pepper,9,p e p p e r e d
pepper,10,p e p p e r i n g
pepper,11,p e p p e r m i n t
pepper,12,p e p p e r m i n t s
pepper,13,p e p p e r s
pepper,14,p e p p e r y
per,0,p e r
per,1,p e r a d v e n t u r e
per,2,p e r c h a n c e
per,3,p e r f e r v i d
per,4,p e r f o r c e
per,5,p e r f u m e
per,6,p e r f u m e d
per,7,p e r f u m e r
per,8,p e r f u m e r s
per,9,p e r f u m e s
per,10,p e r f u m i e r
per,11,p e r f u m i e r s
per,12,p e r f u m i n g
per,13,p e r h a p s
per,14,p e r m u t a t i o n
per,15,p e r m u t a t i o n s
per,16,p e r o r a t e
per,17,p e r o r a t e d
per,18,p e r o r a t e s
per,19,p e r o r a t i n g
per,20,p e r o r a t i o n
per,21,p e r o r a t i o n s
per,22,p e r s u a s i o n
per,23,p e r s u a s i o n s
per,24,p e r s u a s i v e
per,25,p e r s u a s i v e l y
per,26,p e r s u a s i v e n e s s
per,27,p e r u s a l
per,28,p e r u s a l s
per,29,p e r u s e
per,30,p e r u s e d
per,31,p e r u s e s
per,32,p e r u s i n g
per cent,0,p e r c e n t
per cent,1,p e r c e n t a g e
per cent,2,p e r c e n t a g e s
per cent,3,p e r c e n t i l e
per cent,4,p e r c e n t i l e s
per cent,5,p e r c e n t s
perambulator,0,p r a m
perambulator,1,p r a m s
percent,0,p e r c e n t
percent,1,p e r c e n t a g e
percent,2,p e r c e n t a g e s
percent,3,p e r c e n t i l e
percent,4,p e r c e n t i l e s
percent,5,p e r c e n t s
perch,0,p e r c h
perch,1,p e r c h e d
perch,2,p e r c h e s
perch,3,p e r c h i n g
peregrine,0,p e r e g r i n e
peregrine,1,p e r e g r i n e s
peregrine falcon,0,p e r e g r i n e
peregrine falcon,1,p e r e g r i n e s
perennial,0,p e r e n n i a l
perennial,1,p e r e n n i a l l y
perennial,2,p e r e n n i a l s
perfect,0,i m p e r f e c t
perfect,1,i m p e r f e c t i o n
perfect,2,i m p e r f e c t i o n s
perfect,3,i m p e r f e c t l y
perfect,4,l e t t e r - p e r f e c t
perfect,5,p e r f e c t
perfect,6,p e r f e c t e d
perfect,7,p e r f e c t i b i l i t y
perfect,8,p e r f e c t i b l e
perfect,9,p e r f e c t i n g
perfect,10,p e r f e c t i o n
perfect,11,p e r f e c t i o n i s m
perfect,12,p e r f e c t i o n i s t
perfect,13,p e r f e c t i o n i s t s
perfect,14,p e r f e c t l y
perfect,15,p e r f e c t s
perfect,16,w o r d - p e r f e c t
perfect tense,0,i m p e r f e c t
perfect tense,1,i m p e r f e c t i o n
perfect tense,2,i m p e r f e c t i o n s
perfect tense,3,i m p e r f e c t l y
perfect tense,4,l e t t e r - p e r f e c t
perfect tense,5,p e r f e c t
perfect tense,6,p e r f e c t e d
perfect tense,7,p e r f e c t i b i l i t y
perfect tense,8,p e r f e c t i b l e
perfect tense,9,p e r f e c t i n g
perfect tense,10,p e r f e c t i o n
perfect tense,11,p e r f e c t i o n i s m
perfect tense,12,p e r f e c t i o n i s t
perfect tense,13,p e r f e c t i o n i s t s
perfect tense,14,p e r f e c t l y
perfect tense,15,p e r f e c t s
perfect tense,16,w o r d - p e r f e c t
perfume,0,p e r f u m e
perfume,1,p e r f u m e d
perfume,2,p e r f u m e r
perfume,3,p e r f u m e r s
perfume,4,p e r f u m e s
perfume,5,p e r f u m i e r
perfume,6,p e r f u m i e r s
perfume,7,p e r f u m i n g
pergola,0,p e r g o l a
pergola,1,p e r g o l a s
peri,0,p e r i
peri,1,p e r i s
peril,0,i m p e r i l
peril,1,i m p e r i l l e d
peril,2,i m p e r i l l i n g
peril,3,i m p e r i l s
peril,4,p e r i l
peril,5,p e r i l o u s
peril,6,p e r i l o u s l y
peril,7,p e r i l o u s n e s s
peril,8,p e r i l s
period,0,p e r i o d
period,1,p e r i o d i c
period,2,p e r i o d i c a l l y
period,3,p e r i o d s
periodical,0,p e r i o d i c a l
periodical,1,p e r i o d i c a l l y
periodical,2,p e r i o d i c a l s
periods,0,p e r i o d s
perishing,0,p e r i s h i n g
perishing,1,p e r i s h i n g l y
periwinkle,0,p e r i w i n k l e
periwinkle,1,p e r i w i n k l e s
perk,0,p e r k
perk,1,p e r k e d
perk,2,p e r k e r
perk,3,p e r k e s t
perk,4,p e r k i e r
perk,5,p e r k i e s t
perk,6,p e r k i l y
perk,7,p e r k i n e s s
perk,8,p e r k i n g
perk,9,p e r k s
perk,10,p e r k y
perm,0,p e r m
perm,1,p e r m e d
perm,2,p e r m i n g
perm,3,p e r m s
permanent,0,i m p e r m a n e n c e
permanent,1,i m p e r m a n e n t
permanent,2,p e r m a f r o s t
permanent,3,p e r m a n e n c e
permanent,4,p e r m a n e n c i e s
permanent,5,p e r m a n e n c y
permanent,6,p e r m a n e n t
permanent,7,p e r m a n e n t l y
permanent,8,p e r m a n e n t s
permanent wave,0,i m p e r m a n e n c e
permanent wave,1,i m p e r m a n e n t
permanent wave,2,p e r m a f r o s t
permanent wave,3,p e r m a n e n c e
permanent wave,4,p e r m a n e n c i e s
permanent wave,5,p e r m a n e n c y
permanent wave,6,p e r m a n e n t
permanent wave,7,p e r m a n e n t l y
permanent wave,8,p e r m a n e n t s
permit,0,p e r m i s s i b l e
permit,1,p e r m i s s i b l y
permit,2,p e r m i s s i o n
permit,3,p e r m i s s i v e
permit,4,p e r m i s s i v e l y
permit,5,p e r m i s s i v e n e s s
permit,6,p e r m i t
permit,7,p e r m i t s
permit,8,p e r m i t t e d
permit,9,p e r m i t t i n g
perpendicular,0,p e r p e n d i c u l a r
perpendicular,1,p e r p e n d i c u l a r l y
perpendicular,2,p e r p e n d i c u l a r s
perplex,0,p e r p l e x
perplex,1,p e r p l e x e d
perplex,2,p e r p l e x e s
perplex,3,p e r p l e x i n g
perplex,4,p e r p l e x i t i e s
perplex,5,p e r p l e x i t y
perplexed,0,p e r p l e x e d
perplexed,1,p e r p l e x e d l y
perry,0,p e r r y
persevering,0,p e r s e v e r i n g
persevering,1,p e r s e v e r i n g l y
persimmon,0,p e r s i m m o n
persimmon,1,p e r s i m m o n s
person,0,c h a i r p e r s o n
person,1,c h a i r p e r s o n s
person,2,i m p e r s o n a t e
person,3,i m p e r s o n a t e d
person,4,i m p e r s o n a t e s
person,5,i m p e r s o n a t i n g
person,6,i m p e r s o n a t i o n
person,7,i m p e r s o n a t i o n s
person,8,i m p e r s o n a t o r
person,9,i m p e r s o n a t o r s
person,10,p e r s o n
person,11,p e r s o n a b l e
person,12,p e r s o n a b l y
person,13,p e r s o n a g e
person,14,p e r s o n a g e s
person,15,p e r s o n a t e
person,16,p e r s o n a t e d
person,17,p e r s o n a t e s
person,18,p e r s o n a t i n g
person,19,p e r s o n a t i o n
person,20,p e r s o n a t i o n s
person,21,p e r s o n i f i c a t i o n
person,22,p e r s o n i f i c a t i o n s
person,23,p e r s o n i f i e d
person,24,p e r s o n i f i e s
person,25,p e r s o n i f y
person,26,p e r s o n i f y i n g
person,27,p e r s o n s
person,28,u n p e r s o n
person,29,u n p e r s o n s
personal,0,i m p e r s o n a l
personal,1,i m p e r s o n a l l y
